default,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,BILL_AMT1,BILL_AMT2,PAY_AMT1,PAY_AMT2
0,260000,2,2,1,40,1,-1,0,342,342,0
0,30000,2,3,1,35,0,0,28786,26496,1500,1450
0,310000,2,1,2,28,0,0,36513,37628,2500,3000
0,70000,2,2,2,38,0,0,22578,23606,1397,1410
0,250000,1,1,2,31,0,0,215316,198490,6845,5945
0,210000,1,3,1,29,1,2,198510,194040,0,10000
1,360000,1,2,1,41,1,-2,0,0,0,0
0,50000,1,2,2,31,1,2,48657,45079,0,4300
0,670000,1,1,2,29,0,0,244663,243209,10000,8000
0,130000,1,1,2,26,-1,-1,2343,32278,32322,1217
0,170000,1,1,1,42,1,-2,0,0,0,0
0,30000,1,3,2,29,-1,-1,390,0,0,780
0,110000,1,1,1,50,0,0,36802,38210,2000,3000
1,210000,2,3,2,46,1,2,5816,5579,13,17309
1,30000,2,2,2,24,0,0,24238,26996,3462,0
0,260000,2,2,1,46,0,0,18256,19556,2934,0
0,150000,2,3,2,28,-2,-1,1723,2292,6876,240
1,20000,2,2,1,35,1,2,18648,18061,0,3292
0,380000,2,1,1,40,-1,-1,6614,54457,49094,0
0,200000,2,1,1,41,-2,-2,7812,0,0,0
0,120000,2,2,1,47,-1,-1,1188,2512,2512,3444
1,80000,1,2,1,54,0,0,76962,79463,4000,3500
0,30000,2,2,2,33,1,2,31089,10989,0,1200
0,110000,1,2,2,29,1,2,83687,85360,3900,3200
0,50000,2,3,1,44,-1,-1,3424,155,155,1922
0,90000,2,2,1,24,0,0,84148,79847,5006,4007
0,110000,1,1,2,33,0,0,12633,88334,80004,1500
0,50000,1,3,1,54,0,0,38607,39681,2000,2000
0,60000,1,1,2,27,-2,-2,11862,1856,1861,0
1,150000,2,2,2,37,0,0,80463,82513,3348,3490
0,20000,1,1,2,24,1,2,18738,18016,20,1500
1,140000,2,3,1,54,1,-2,-150,-150,0,0
0,120000,2,2,1,34,1,-1,-9,898,907,7772
1,200000,2,2,2,40,2,0,176502,176297,8000,7300
1,20000,1,2,2,30,1,2,19977,21359,2000,0
0,50000,1,2,2,26,0,0,48221,49629,2571,1200
0,200000,2,2,1,41,0,0,18012,18367,1385,1020
0,100000,2,2,2,29,-2,-1,75912,85276,10000,4000
0,300000,1,1,1,38,-1,-1,2285,0,0,0
0,500000,2,1,2,35,-1,-1,22369,14100,14128,24902
0,360000,2,2,1,52,-1,-1,2995,2401,2406,2282
0,160000,2,1,2,29,1,-2,0,0,0,0
1,50000,2,2,2,23,0,0,47053,47835,1842,4116
1,230000,2,2,1,34,0,0,234328,234211,8913,5449
0,200000,2,2,2,34,1,-1,0,3346,3346,0
0,270000,1,1,1,44,3,3,256402,264267,17944,18112
0,50000,2,2,1,36,2,2,45159,49125,4700,0
0,20000,1,2,2,28,1,2,15764,15718,500,2000
0,60000,2,2,2,31,0,0,59643,61279,3200,2535
0,50000,1,2,2,31,-1,-1,2522,0,0,18171
0,50000,1,2,1,41,0,0,19339,20424,1703,1306
0,130000,2,3,1,44,0,0,109006,110256,4500,5000
0,230000,2,3,2,47,0,0,147300,121855,10000,5000
0,20000,1,2,2,25,0,0,3400,4129,1000,0
0,30000,2,1,2,25,0,0,19801,20449,3000,0
0,200000,2,1,1,39,-1,0,8432,6977,3746,6737
0,140000,2,2,1,24,-1,-1,2515,0,0,0
1,100000,2,2,1,35,2,0,98845,95265,4600,8002
1,240000,1,2,1,32,2,2,127418,135942,10400,0
1,70000,2,1,2,31,2,2,2400,2400,0,0
0,360000,1,1,2,33,1,2,71195,60553,0,1399
0,140000,2,1,2,30,1,2,149389,145757,0,5350
0,50000,1,2,1,52,-1,2,2072,1532,0,2000
0,210000,2,2,1,36,-1,-1,396,590,590,2042
0,280000,1,1,2,30,1,2,191493,187913,1000,7600
1,180000,2,2,2,42,2,2,50420,51818,2500,2000
0,150000,2,1,2,30,-1,0,10705,5416,1000,5162
0,20000,1,3,1,47,1,2,19739,19137,0,1200
0,350000,2,2,1,29,-1,-1,8760,5882,5932,9908
0,130000,2,1,2,23,-1,-1,3820,2640,2640,30403
0,470000,1,3,1,39,1,-2,0,0,0,0
0,340000,2,2,1,48,-1,-1,4052,0,0,4105
0,80000,1,2,2,26,1,2,77389,75585,0,6000
0,70000,1,1,2,33,0,0,70524,70740,2500,2000
0,230000,2,2,1,44,-2,-2,5990,1677,1677,2920
0,180000,2,2,1,36,0,0,21494,25600,5000,0
0,210000,2,2,1,39,0,0,26749,34451,14000,3007
0,20000,1,2,2,24,-1,-1,780,0,0,390
0,140000,2,2,2,25,2,0,137606,140557,6000,3200
0,200000,1,1,2,52,0,0,115702,113576,5517,5381
0,50000,2,3,1,59,0,0,47822,36488,2009,2000
0,80000,2,1,2,23,-1,-1,3526,6687,6687,1000
0,30000,2,3,2,48,0,0,1445,3410,2000,2000
1,140000,2,1,2,28,0,0,9305,13614,4800,0
0,80000,1,3,1,62,-1,-1,1262,1642,1642,1975
0,220000,2,3,1,38,-1,-1,20000,3450,3450,5549
0,180000,2,1,2,32,-1,-1,666,666,666,666
1,140000,2,2,1,29,0,0,81764,92071,20167,5000
1,180000,1,2,2,25,2,2,10022,12847,3000,0
0,50000,2,2,2,35,0,0,14536,15694,1700,1300
0,170000,2,2,2,27,0,0,97474,78520,2932,3000
0,50000,1,2,2,38,0,0,50958,50889,2042,1150
0,50000,1,2,2,24,0,0,49144,20818,1500,1300
0,300000,1,2,1,29,-1,-1,1874,-200,0,0
0,390000,2,1,2,27,2,0,386301,392458,17000,11000
1,90000,2,2,1,55,2,2,81998,83674,4003,3000
0,200000,2,1,2,29,0,0,194241,193425,12000,8500
0,460000,1,1,2,29,0,0,410033,385394,16088,13039
0,10000,1,2,2,23,0,0,3714,4158,1104,1000
1,20000,1,2,1,30,-1,-1,1261,2835,2835,1000
0,50000,2,2,1,50,-1,-1,1232,1846,1846,697
0,480000,2,2,1,38,0,0,90258,76099,30000,1708
0,180000,2,1,2,24,0,0,169263,174532,8000,6700
0,240000,2,1,2,29,0,0,3093,2322,2000,2020
0,250000,1,1,2,38,-2,-2,584,3291,3307,8703
1,270000,2,2,2,34,-1,-1,381,3376,3406,2983
0,200000,1,1,1,37,0,0,123337,11148,11202,19275
0,100000,2,3,1,66,0,0,100036,100041,4702,4617
0,160000,2,1,1,39,-2,-2,710,666,666,403
0,80000,2,2,1,45,0,0,81841,74516,4100,2507
0,130000,1,2,1,44,-1,2,29547,23154,0,1500
1,340000,2,3,2,44,0,0,142836,145125,7000,5500
0,360000,1,1,1,36,-2,-1,0,394,394,11253
0,120000,2,3,1,40,0,0,108300,108538,5000,4121
0,120000,1,1,2,29,0,0,30101,31281,2000,2000
0,300000,2,1,2,48,0,0,247279,235093,10005,9500
0,60000,2,2,2,23,2,2,2516,0,0,0
0,210000,2,2,1,50,0,0,106724,109251,4037,3519
1,210000,2,2,1,29,0,0,209807,123664,5088,2000
1,70000,2,3,1,49,2,2,21024,21790,1400,0
0,200000,1,2,1,33,0,0,50612,10537,10023,27
1,230000,2,2,1,51,0,0,51802,53956,3000,3921
1,20000,1,3,1,23,-1,-1,3675,19316,19316,1261
0,210000,2,1,1,37,0,0,211749,205947,7000,10015
0,160000,2,3,2,26,-1,-1,390,390,390,390
1,290000,2,1,1,30,-1,-1,1312,1312,1318,1317
0,80000,2,3,1,26,0,0,63677,64162,2000,1905
0,360000,1,1,2,43,-1,-1,4134,2128,2134,982
0,230000,1,1,2,32,0,0,164634,166134,7326,10000
0,360000,1,3,1,54,-2,-2,16230,-200,0,200
0,340000,2,1,1,30,0,0,351828,280067,30076,25118
0,50000,2,1,2,22,0,0,8537,9591,1200,1163
0,80000,1,2,2,38,0,0,89394,81223,5000,19153
0,50000,2,2,2,24,0,0,97043,39837,2000,6943
0,30000,2,1,2,24,-1,-1,3019,1479,1479,18881
0,210000,1,1,2,26,-1,-1,1360,0,0,0
1,150000,2,2,1,42,-1,-1,3260,2270,2270,5887
0,20000,1,2,2,21,0,0,20297,17054,1240,2333
1,20000,1,3,2,22,0,0,19624,16972,1000,0
0,240000,2,3,1,41,-1,-1,5325,-5,5,0
0,500000,2,2,1,50,-2,-1,16984,86772,87004,53192
1,90000,2,2,1,23,0,0,12770,14241,2500,1200
0,50000,1,3,2,46,0,0,50131,28152,1388,2011
1,50000,2,2,2,22,0,0,50834,50770,2200,1517
0,680000,1,1,2,37,0,0,18314,16088,2700,2400
0,50000,1,1,1,47,0,0,45717,47974,3000,3000
0,100000,2,2,1,40,-1,-1,326,326,326,652
0,280000,2,1,2,30,0,0,270276,506260,11000,10000
1,30000,1,2,2,54,0,0,26278,24767,1700,3400
1,50000,1,2,2,27,2,2,23901,13262,4146,1200
0,60000,1,1,1,33,-1,-1,8308,7565,7565,8373
1,120000,1,2,1,57,0,0,118709,120580,5000,5007
0,80000,2,2,1,35,-1,-1,2890,9796,9796,13443
0,500000,1,1,1,45,-1,-1,140,94,94,39
0,70000,2,3,1,32,2,2,18317,17330,0,1000
0,160000,2,2,1,45,-2,-2,0,0,0,0
1,100000,2,3,1,50,2,2,110537,99734,0,3000
0,10000,1,3,2,35,0,0,7877,8918,1174,1120
0,90000,1,1,2,26,-1,-1,10750,100,100,200
1,170000,1,1,1,39,2,2,74298,80073,7000,3800
0,90000,2,2,2,35,-1,-1,2667,2667,2667,0
0,180000,2,3,2,42,0,0,67414,61256,10000,10000
1,350000,2,1,1,52,2,2,2400,2400,0,0
0,270000,1,2,2,35,0,0,225400,220202,9000,9348
1,200000,2,1,2,29,0,0,65935,25574,1011,31209
0,20000,2,1,2,22,0,0,15829,15299,1600,1550
0,100000,1,2,2,30,0,0,44953,46922,3000,3000
0,290000,1,1,1,46,0,0,194301,199451,10744,6000
0,70000,1,3,2,28,1,2,68970,67308,0,3005
0,230000,1,1,2,26,-2,-2,416,371,371,461
0,180000,2,1,2,28,-1,-1,950,4369,4369,9673
0,210000,1,1,2,33,-1,-1,291,291,291,291
0,50000,1,1,2,24,2,2,49946,48808,0,2079
0,150000,1,1,2,37,0,0,45000,44386,3000,2500
1,380000,1,2,1,50,0,0,385662,294826,12020,9009
0,50000,1,2,1,44,0,0,45335,46027,1524,1427
1,150000,2,3,1,43,-1,-1,264,948,1000,0
0,220000,1,2,2,29,0,0,122286,122839,5008,5007
0,80000,2,5,2,27,0,0,45268,47140,2600,1800
0,220000,2,2,1,32,0,0,194961,197536,7200,9000
0,70000,2,2,2,34,1,2,24208,25015,1500,2900
1,120000,1,2,2,37,-1,2,16241,16680,1000,1600
0,180000,2,2,2,32,0,0,20730,17107,1582,30000
0,50000,2,3,1,57,0,0,49017,50690,2500,2000
0,10000,2,2,3,46,1,2,9532,9236,0,1006
0,370000,2,1,1,53,-1,-1,21160,8153,8162,12294
0,20000,2,1,2,26,-1,0,10658,9288,1072,390
0,150000,1,2,1,34,0,0,132214,135140,4414,4700
1,20000,1,1,2,26,-1,-1,416,416,416,416
0,480000,2,2,1,54,-2,-2,17189,6013,6026,1717
0,50000,1,3,2,26,0,0,25060,26649,2000,2000
0,170000,1,2,2,31,0,0,24581,25611,1728,1748
0,400000,2,2,2,30,-2,-2,-200,-200,0,0
0,200000,2,1,2,31,0,0,38635,41031,3031,5929
0,360000,1,1,2,34,1,-2,0,0,0,0
0,140000,2,5,2,36,0,0,91226,83650,4182,4000
0,260000,1,3,1,34,-2,-2,12071,12497,2114,1027
0,440000,2,2,2,26,0,0,96190,90462,3513,3017
0,500000,1,2,1,43,0,0,12200,8140,1518,5019
0,230000,2,2,1,29,0,0,64982,44908,3000,11000
0,470000,1,2,1,41,-2,-2,13780,12242,12300,32520
1,20000,2,3,1,48,1,2,14589,16743,2700,1400
0,210000,2,2,2,24,0,0,108491,111046,5800,3700
0,20000,2,1,2,23,0,0,6733,0,0,0
0,20000,2,3,1,53,0,0,12197,13292,1600,1600
0,200000,2,2,1,34,1,-1,-2,758,760,1000
1,250000,2,2,2,36,0,-1,6220,27217,27225,6159
0,300000,1,2,2,41,0,0,34480,31159,1472,1000
0,320000,2,1,2,30,0,0,113801,90354,5017,4057
0,50000,1,2,2,29,1,2,37170,36297,0,4500
0,200000,2,2,1,34,-2,-2,6626,2469,2476,3771
1,80000,2,1,2,29,0,0,16936,17963,1303,1316
1,70000,1,2,1,37,-1,2,10323,6659,0,3559
0,60000,1,3,2,36,3,2,56807,55339,0,2141
1,10000,2,3,2,22,0,0,10012,9784,2452,7
0,50000,2,3,2,30,0,0,50332,51247,4210,0
1,140000,1,2,2,26,2,0,133572,135367,6169,4500
0,30000,1,2,2,25,0,0,7160,8185,1300,1400
0,190000,1,2,1,49,-1,-1,435,435,435,635
0,70000,2,1,2,23,-1,-1,853,3128,3128,4722
0,330000,2,2,1,28,-1,-1,390,0,0,780
0,110000,2,2,2,24,0,0,6470,8610,2654,7230
0,270000,1,3,1,47,0,0,165303,168837,6200,6254
1,160000,1,2,1,31,3,2,26295,27074,1500,2000
0,20000,1,2,2,24,3,2,18937,18350,0,1251
0,320000,1,2,2,32,0,0,21460,23412,3000,3000
0,430000,1,1,2,31,0,0,29860,39305,10000,5000
0,50000,2,1,1,37,2,0,8014,7668,1200,1000
1,140000,1,2,1,48,-1,-1,1600,5012,5012,0
0,500000,1,2,1,49,-2,-2,4214,6378,6378,4074
0,80000,1,3,1,45,0,0,26637,26437,1490,2000
0,390000,2,1,1,34,1,-2,0,0,0,1266
0,250000,2,1,1,43,-1,-1,17454,-50,24890,48394
0,390000,2,1,2,31,-2,-2,6466,6266,6266,12581
0,100000,2,1,1,35,0,0,57612,58818,2134,3000
0,360000,2,1,1,42,0,0,179851,186961,10005,20117
0,140000,1,1,2,36,1,-1,-5,1135,1140,17227
0,110000,1,2,1,51,0,0,45964,46922,2000,2000
0,170000,1,3,1,48,2,-1,316,316,316,632
0,170000,1,2,1,48,0,0,137823,137199,5396,5000
0,180000,2,2,2,25,0,0,4745,5765,1257,1123
0,140000,1,2,1,41,0,0,109326,111679,5600,5600
0,20000,2,2,1,49,0,0,13882,13342,2018,404
0,150000,1,1,2,28,-2,-2,0,0,0,0
0,50000,2,2,2,28,0,0,48072,49518,2518,1500
1,160000,2,2,1,38,1,-2,0,0,0,0
0,80000,1,2,1,41,-2,-2,3153,1013,1013,0
1,300000,2,3,2,29,-2,-2,-140,28092,28232,3589
0,60000,2,3,2,32,0,0,62552,26929,1500,1500
1,70000,2,2,2,26,2,2,42583,43600,2000,5000
0,290000,2,1,2,31,-1,-1,632,0,0,480
0,80000,2,1,2,23,0,0,8766,4777,1600,0
1,50000,2,3,1,53,1,-2,0,0,0,0
0,200000,2,3,2,49,-1,-1,7697,18951,20071,20036
0,200000,2,1,1,34,-2,-2,267,6794,6817,10671
1,50000,2,1,2,22,-1,-1,586,297,297,3675
0,20000,2,2,2,26,2,-1,1041,10757,10758,2679
1,200000,1,1,1,38,-1,-1,6186,735,735,1463
0,120000,2,1,2,35,1,2,77785,75984,0,4000
0,220000,2,2,1,49,0,0,172184,170697,7583,7461
0,630000,1,1,2,40,0,0,440474,444370,18000,20000
0,300000,2,1,2,34,-1,-1,19357,5000,5032,3744
1,10000,2,2,2,49,1,2,8184,5011,0,1000
0,50000,1,2,2,29,1,-2,0,0,0,0
1,280000,2,1,1,39,-1,0,7791,5851,1000,430
0,130000,1,1,2,30,0,0,4536,5616,1161,1000
0,30000,2,3,1,28,0,0,23182,19083,2000,2000
0,50000,2,2,1,27,0,0,9877,10800,1140,1000
0,70000,2,3,1,38,0,0,24758,25581,1273,1534
0,80000,1,2,2,29,0,0,41815,42938,2100,2100
1,20000,2,2,1,22,2,2,16726,19143,3000,0
0,390000,1,1,1,41,0,0,495559,248821,10218,8035
0,470000,2,2,2,32,0,0,147113,133486,5000,4500
0,240000,2,2,2,30,0,-1,7818,9363,9434,0
0,140000,2,1,2,29,-1,-1,14943,2888,2888,0
1,260000,2,2,1,37,2,2,244738,251351,12000,0
0,150000,2,1,2,25,1,-2,191,1963,1964,4729
0,120000,1,1,1,46,0,0,14682,17325,3200,1200
0,20000,2,2,1,47,0,0,18021,17352,1280,1293
0,260000,2,4,2,42,-1,-1,399,2101,2101,577
1,50000,1,3,2,22,0,0,42678,38239,1500,1100
0,180000,2,2,2,27,2,2,126195,127881,6000,4575
0,310000,2,5,1,35,1,-2,10350,0,0,0
0,360000,1,2,1,44,-1,-1,5101,9358,9419,15485
0,180000,2,2,2,30,0,0,14445,15404,1500,4911
0,270000,2,1,1,42,2,2,1250,1250,0,0
0,70000,1,1,2,28,0,0,67857,69711,3000,1500
0,50000,1,2,2,24,-1,-1,2155,0,0,30300
0,30000,2,3,2,50,-2,-2,0,0,0,0
0,50000,2,2,1,54,0,0,11351,11449,1150,1012
0,350000,1,2,1,37,-1,-1,325,294,294,6636
0,200000,1,1,1,58,0,0,192461,195970,7822,4417
0,80000,1,3,2,26,1,2,71661,69947,0,6000
0,60000,2,2,1,31,0,0,47000,49236,3000,10000
0,30000,1,1,1,52,0,0,15743,16784,1300,2500
0,110000,2,1,2,36,0,0,108316,100784,4600,3500
0,300000,2,1,2,27,-1,-1,42189,83754,83754,120927
0,50000,2,3,1,22,0,0,22854,31329,9000,1507
0,500000,1,1,2,39,-1,-1,2450,11833,11833,22963
0,360000,1,1,2,36,-1,-1,356913,208305,210000,170000
0,20000,2,2,1,39,1,2,14112,11221,3520,0
0,220000,1,1,1,39,0,0,75190,151004,100000,8000
0,20000,2,2,2,22,0,0,11192,15677,5000,0
1,60000,1,2,1,37,3,4,30381,29986,366,0
0,170000,2,1,2,30,-1,0,1560,1280,1000,590
0,200000,2,2,1,26,0,0,47236,45200,1800,1603
0,20000,2,1,2,23,0,0,19990,20038,1438,1300
0,140000,2,3,2,23,-2,-2,67505,36772,2000,2400
0,330000,2,1,2,35,-2,-2,1663,0,0,0
1,180000,2,2,2,24,1,2,108580,105403,0,8564
0,360000,2,2,1,35,0,0,5157,2461,1012,0
0,20000,1,3,1,51,2,0,14815,15837,1264,1279
0,50000,2,1,2,23,0,0,34422,32703,1544,1000
0,100000,2,2,1,25,0,0,20755,20043,2000,2000
0,30000,1,2,1,36,2,2,30573,28473,0,2000
1,70000,2,2,1,44,0,0,4221,6642,2500,2000
0,470000,1,1,2,33,-1,-1,5613,11576,11606,7017
0,300000,2,1,1,36,-1,-1,8385,-27,27,0
1,300000,2,1,1,45,-1,-1,6608,10009,10017,22456
0,200000,2,1,2,26,-2,-2,2179,6440,6440,3908
0,150000,2,2,1,41,0,0,79021,77975,4023,3016
1,220000,2,2,2,25,0,0,165040,167485,6809,7038
0,420000,1,1,2,31,-2,-2,1569,563,565,1923
0,210000,2,2,2,45,-2,-2,467,2050,2050,416
0,450000,1,3,1,58,-1,-1,8940,6239,6271,5740
0,30000,1,2,1,38,-1,-1,184,1522,1522,0
0,240000,1,2,1,30,-1,-1,2816,7608,7608,26834
0,420000,2,2,2,25,-1,0,28206,122212,100000,4013
0,60000,2,1,2,25,0,0,57174,58559,3000,3800
0,30000,2,3,2,24,-1,-1,4882,14630,14630,6485
0,80000,2,1,2,29,-2,-2,2673,0,0,317
0,50000,1,2,2,37,0,0,48206,48659,2120,1750
0,230000,1,3,2,27,-2,-2,19200,10000,10000,20176
0,200000,1,1,2,31,0,0,6618,6777,1900,3008
0,230000,2,2,2,28,0,0,12218,17667,6000,3500
0,130000,2,2,2,24,0,0,122750,118319,4966,2034
0,200000,2,3,2,27,1,-2,0,0,0,0
0,90000,2,1,2,33,0,0,80919,87993,9000,1500
0,120000,1,1,2,27,-1,-1,316,316,316,1360
0,200000,1,1,2,42,-2,-2,470,740,740,3782
0,20000,2,2,2,32,2,3,17757,17193,0,0
1,210000,2,1,1,37,2,2,76089,77985,3700,3000
0,80000,2,2,2,44,0,0,80610,81008,6502,4000
0,50000,2,1,1,29,0,0,50486,50035,2200,1192
1,70000,2,2,1,42,2,2,50886,51975,2200,2000
1,230000,1,2,2,32,2,2,189567,189023,9000,6300
0,20000,1,2,2,52,0,0,17420,19130,2000,2000
0,30000,1,2,2,44,-1,0,21043,21183,1196,1757
1,100000,1,1,2,31,2,2,33752,32928,0,3200
1,80000,2,1,2,29,0,0,81337,80290,2842,20412
0,210000,1,2,2,33,0,0,187610,191592,8500,9000
0,50000,1,2,2,54,1,2,48153,46885,0,1400
0,130000,2,2,2,23,0,0,133622,129784,4752,5010
0,70000,2,1,2,24,0,0,48432,52650,5000,1900
0,210000,2,1,1,33,0,0,17420,16182,1236,1613
1,100000,1,3,1,44,-1,-1,780,0,0,390
0,200000,1,3,0,51,-1,-1,3556,4993,5020,9236
1,40000,1,1,2,24,1,2,28926,28182,0,1500
0,80000,2,2,2,25,2,3,69602,67930,0,6000
1,210000,2,1,1,37,1,-1,0,732,732,873
0,20000,2,2,2,23,-1,-1,7186,3478,8060,137
0,10000,1,3,2,34,0,0,8813,8464,2148,1158
1,60000,2,3,1,50,0,0,61600,61952,3300,2000
0,40000,2,2,1,25,0,0,11273,12307,1520,1550
1,290000,2,1,2,33,-1,-1,413,486,486,820
0,50000,1,2,1,54,-2,-2,1583,2134,2134,0
0,20000,1,2,2,25,0,0,17384,13648,1500,1400
0,30000,1,2,2,26,0,0,33195,32705,1600,1500
0,20000,1,2,1,32,0,0,17104,18134,1613,1602
0,50000,2,3,3,43,0,0,24443,24391,1800,1400
1,500000,1,2,1,42,1,-1,-984,3516,4500,0
1,90000,2,3,2,24,-1,-1,595,207,207,18281
0,10000,1,2,2,26,0,0,15147,6641,2234,1135
1,50000,2,2,1,37,2,2,1050,1050,0,0
0,120000,1,1,2,36,0,0,24466,28255,4500,0
0,200000,2,1,2,27,0,0,157607,155693,7194,6760
0,300000,2,2,1,50,-1,-1,8924,3131,3131,121715
0,90000,2,2,2,24,-1,0,17524,22184,5000,5000
0,90000,1,2,1,27,0,0,70482,70591,2580,2337
1,140000,2,1,2,23,1,-2,0,0,0,0
0,180000,2,2,1,39,-1,-1,1081,148,148,148
0,360000,1,1,1,39,-1,-1,1761,2560,2816,0
1,160000,2,3,2,29,1,-2,0,0,0,4150
0,100000,1,1,1,45,0,0,10529,12723,2688,3688
1,20000,1,2,2,21,0,0,19277,20997,5000,0
0,360000,1,1,1,36,0,0,40434,13352,2000,129990
0,230000,1,2,2,39,-1,-1,326,326,652,326
1,110000,2,3,2,29,0,0,101006,104474,5300,5300
0,210000,1,2,2,37,0,0,142149,139025,6534,3069
0,200000,1,2,2,26,-1,-1,1747,11817,12957,3884
0,50000,1,2,2,44,0,0,27560,19002,1159,1142
1,210000,2,1,2,30,1,-2,0,0,0,0
0,280000,1,1,2,31,1,-2,-32,-32,0,4919
0,500000,1,2,1,40,0,0,94585,61111,2659,2090
0,30000,2,1,2,25,0,0,3924,4972,1099,1000
0,340000,2,2,1,36,0,0,167474,155293,7106,4435
0,360000,1,1,2,32,-1,-1,389,389,389,1955
0,70000,2,1,2,22,0,0,71358,70285,3280,1480
1,20000,2,2,3,44,2,2,2400,2400,0,0
0,230000,1,1,2,32,0,0,44734,47178,10120,20000
0,60000,1,2,1,41,0,0,48979,41597,5070,1219
1,50000,1,1,2,28,3,2,49828,50467,2121,0
1,50000,2,1,2,29,0,0,10532,13145,2800,0
0,130000,2,4,2,28,0,0,36108,34256,3000,3000
0,160000,1,3,2,52,0,0,155684,157364,6525,6649
0,60000,2,3,2,48,2,0,43533,39252,1700,1700
0,160000,1,2,2,43,-1,-1,12458,7146,7545,5000
0,180000,2,1,2,25,0,-1,23800,1246,1246,3430
0,170000,1,2,1,36,2,2,75960,64683,2000,0
1,360000,2,2,2,35,2,2,360023,363239,14693,30
0,130000,2,2,1,34,0,0,59955,61252,2260,5203
0,180000,2,2,2,48,1,-1,2551,3044,3044,3044
0,20000,1,1,2,27,1,2,6274,5971,0,4000
0,230000,2,2,1,43,0,0,7806,8392,1295,1300
0,220000,2,2,1,30,1,-2,0,0,0,0
0,240000,1,2,1,43,-2,-2,0,0,0,0
0,50000,1,3,1,54,0,0,50356,48981,2000,1120
0,310000,2,2,1,39,0,0,7246,6713,1155,4507
0,350000,1,1,1,70,0,0,100895,70244,3371,2089
0,50000,2,1,2,24,-1,-1,629,351,351,789
0,200000,2,2,1,30,1,-2,26223,-137,0,73421
0,480000,1,3,2,53,0,0,482250,475931,18093,15233
1,180000,2,1,1,27,2,2,81044,78403,2600,0
0,200000,2,2,2,33,0,0,184676,178491,7900,6112
0,20000,1,3,1,34,2,0,15736,16762,1284,1296
0,50000,1,2,2,48,0,0,51631,45223,1800,1005
1,210000,2,3,2,33,1,-2,0,0,0,3104
0,20000,2,2,2,24,0,0,19433,20508,1700,1300
0,150000,2,2,1,31,1,-2,6526,779,783,9098
0,50000,2,2,2,25,0,0,46528,47456,1794,1021
1,190000,1,3,1,49,2,2,178367,179062,5000,3000
0,290000,2,1,2,27,2,0,232523,243753,16500,15000
0,420000,1,2,1,39,0,0,171141,118103,5700,4600
0,340000,2,2,2,36,2,0,337981,344920,17181,2000
0,60000,1,2,2,40,3,3,9744,10940,1500,0
0,90000,2,1,2,27,0,0,81111,83081,3500,3000
1,30000,2,1,2,27,2,2,28207,29261,1800,0
0,160000,2,2,1,37,-1,-1,1988,0,0,0
0,20000,1,2,2,35,-1,2,11916,11434,0,2200
1,90000,2,2,1,25,0,0,87525,89052,4200,3000
0,120000,1,1,2,27,0,0,20874,21930,1700,1500
0,120000,1,1,2,38,1,-2,-284,-610,0,0
0,360000,2,2,1,50,-1,-1,147,686,686,6041
0,160000,2,1,2,32,-2,-2,16922,2552,2555,0
0,320000,2,1,1,34,-2,-1,65083,23750,23750,10162
0,20000,1,2,2,25,0,0,16508,19638,3400,0
0,230000,2,1,2,29,0,0,63184,64667,3100,3000
0,50000,1,3,1,44,0,0,15931,17363,2000,2000
0,50000,1,3,1,48,-1,-1,2722,33868,33895,1439
0,40000,2,3,2,24,-1,2,5496,698,0,400
0,120000,2,3,1,27,2,-1,390,390,390,390
1,130000,2,2,2,25,-1,-1,1031,1583,1583,1000
0,110000,2,3,2,28,0,0,85918,87442,4000,6000
1,20000,1,2,2,22,1,2,8222,7948,0,1300
0,50000,1,3,2,22,1,-2,0,0,0,0
0,120000,2,3,1,30,0,0,115583,114915,4178,4223
0,50000,1,3,2,34,0,0,50375,51400,2400,0
1,360000,2,2,2,34,1,-2,0,0,0,0
1,240000,2,2,1,44,-1,-1,3313,7458,7458,2335
0,150000,1,1,2,32,0,-1,46272,1079,1082,0
0,50000,2,2,2,23,0,0,30501,33113,3113,1421
1,500000,2,1,2,42,-1,-1,30439,1844,1844,1000
0,110000,2,2,1,33,0,0,115895,115609,6000,5500
1,170000,1,2,1,48,0,0,93420,96284,4371,3533
0,230000,2,2,1,29,0,0,30818,31209,2000,2000
0,20000,2,3,3,47,0,0,9417,10436,1179,1193
0,100000,2,1,1,41,1,-2,0,0,0,0
0,110000,1,1,2,28,1,2,44278,41812,0,2000
1,340000,1,1,1,52,-2,-2,30832,33652,33670,35212
0,50000,1,1,2,37,0,0,37774,38492,1976,1564
0,310000,1,1,1,50,-1,-1,316,316,316,10131
1,50000,2,3,1,31,1,2,38102,40025,2830,1000
1,240000,2,3,1,38,0,0,107148,113396,9500,0
0,50000,2,2,1,48,0,0,10929,13262,2526,1237
0,150000,2,1,2,34,-2,-1,0,13206,13206,0
0,140000,1,2,2,44,0,0,108033,105021,4000,4537
0,30000,2,3,1,56,0,0,16088,24800,9000,1000
1,300000,2,1,1,30,0,0,93738,84636,3000,5000
0,50000,1,1,2,29,0,0,2087,2632,1000,1186
0,280000,2,2,1,37,0,0,29078,30144,1515,3000
0,120000,2,2,2,23,0,0,118063,120851,4700,3538
0,30000,2,1,1,27,1,-1,0,306,306,2017
